name,sample,http_code,size_download_bytes,time_starttransfer_s,time_total_s
category        /category/services,7,000,0,0.000000,0.0000900,0,0,0
category        /category/services,8,000,0,0.000000,0.0000690,0,0,0
category        /category/services,9,000,0,0.000000,0.0000660,0,0,0
category        /category/services,10,000,0,0.000000,0.0000700,0,0,0
ad      /ad/DEMO123456/tamirat-lavazem-khanegi,1,000,0,0.000000,0.0000710,0,0,0
ad      /ad/DEMO123456/tamirat-lavazem-khanegi,2,000,0,0.000000,0.0000660,0,0,0
ad      /ad/DEMO123456/tamirat-lavazem-khanegi,3,000,0,0.000000,0.0000820,0,0,0
ad      /ad/DEMO123456/tamirat-lavazem-khanegi,4,000,0,0.000000,0.0000870,0,0,0
ad      /ad/DEMO123456/tamirat-lavazem-khanegi,5,000,0,0.000000,0.0000650,0,0,0
ad      /ad/DEMO123456/tamirat-lavazem-khanegi,6,000,0,0.000000,0.0000610,0,0,0
ad      /ad/DEMO123456/tamirat-lavazem-khanegi,7,000,0,0.000000,0.0000780,0,0,0
ad      /ad/DEMO123456/tamirat-lavazem-khanegi,8,000,0,0.000000,0.0000660,0,0,0
ad      /ad/DEMO123456/tamirat-lavazem-khanegi,9,000,0,0.000000,0.0001110,0,0,0
ad      /ad/DEMO123456/tamirat-lavazem-khanegi,10,000,0,0.000000,0.0001190,0,0,0
robots  /robots.txt,1,000,0,0.000000,0.0000710,0,0,0
robots  /robots.txt,2,000,0,0.000000,0.0000680,0,0,0
robots  /robots.txt,3,000,0,0.000000,0.0000620,0,0,0
robots  /robots.txt,4,000,0,0.000000,0.0000890,0,0,0
robots  /robots.txt,5,000,0,0.000000,0.0000870,0,0,0
robots  /robots.txt,6,000,0,0.000000,0.0000970,0,0,0
robots  /robots.txt,7,000,0,0.000000,0.0000830,0,0,0
robots  /robots.txt,8,000,0,0.000000,0.0000840,0,0,0
robots  /robots.txt,9,000,0,0.000000,0.0000800,0,0,0
robots  /robots.txt,10,000,0,0.000000,0.0000740,0,0,0
sitemap_index   /sitemap.xml,1,000,0,0.000000,0.0000680,0,0,0
sitemap_index   /sitemap.xml,2,000,0,0.000000,0.0000860,0,0,0
sitemap_index   /sitemap.xml,3,000,0,0.000000,0.0000690,0,0,0
sitemap_index   /sitemap.xml,4,000,0,0.000000,0.0000670,0,0,0
sitemap_index   /sitemap.xml,5,000,0,0.000000,0.0000680,0,0,0
sitemap_index   /sitemap.xml,6,000,0,0.000000,0.0000680,0,0,0
sitemap_index   /sitemap.xml,7,000,0,0.000000,0.0000700,0,0,0
sitemap_index   /sitemap.xml,8,000,0,0.000000,0.0000690,0,0,0
sitemap_index   /sitemap.xml,9,000,0,0.000000,0.0000870,0,0,0
sitemap_index   /sitemap.xml,10,000,0,0.000000,0.0000840,0,0,0
sitemap_categories      /sitemaps/categories.xml,1,000,0,0.000000,0.0000650,0,0,0
sitemap_categories      /sitemaps/categories.xml,2,000,0,0.000000,0.0000690,0,0,0
sitemap_categories      /sitemaps/categories.xml,3,000,0,0.000000,0.0000920,0,0,0
sitemap_categories      /sitemaps/categories.xml,4,000,0,0.000000,0.0000740,0,0,0
sitemap_categories      /sitemaps/categories.xml,5,000,0,0.000000,0.0000720,0,0,0
sitemap_categories      /sitemaps/categories.xml,6,000,0,0.000000,0.0000730,0,0,0
sitemap_categories      /sitemaps/categories.xml,7,000,0,0.000000,0.0000750,0,0,0
sitemap_categories      /sitemaps/categories.xml,8,000,0,0.000000,0.0000630,0,0,0
sitemap_categories      /sitemaps/categories.xml,9,000,0,0.000000,0.0000780,0,0,0
sitemap_categories      /sitemaps/categories.xml,10,000,0,0.000000,0.0000770,0,0,0
